Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
18.7,2.0,17.71,Marți,Dubiță,0.63,39
21.0,5.0,11.39,Sâmbătă,Bicicletă,0.65,279
41.46,2.0,11.83,Sâmbătă,Bicicletă,0.75,232
36.81,2.0,13.57,Joi,Scuter,0.38,99
38.58,3.0,11.61,Marți,Scuter,0.13,124
1.05,5.0,21.77,Marți,Bicicletă,0.83,8
21.1,3.0,19.21,Duminică,Dubiță,0.22,45
24.33,5.0,9.47,Miercuri,Scuter,0.75,176
1.45,4.0,7.08,Luni,Camion,0.17,5
13.36,1.0,7.64,Miercuri,Dubiță,0.44,22
38.13,5.0,10.66,Luni,Scuter,0.16,240
7.29,3.0,8.71,Vineri,Scuter,0.57,19
27.0,2.0,15.0,Duminică,Camion,0.69,64
11.15,3.0,19.87,Miercuri,Bicicletă,0.25,73
1.1,3.0,18.05,Joi,Scuter,0.43,6
12.44,1.0,10.23,Luni,Camion,0.94,14
48.81,1.0,12.99,Miercuri,Camion,0.5,85
40.18,3.0,14.62,Duminică,Scuter,0.82,143
48.0,4.0,19.15,Joi,Dubiță,0.93,160
24.65,3.0,19.59,Duminică,Scuter,0.98,87
5.93,5.0,20.65,Marți,Camion,0.91,27
27.62,2.0,14.64,Sâmbătă,Scuter,0.39,68
22.99,2.0,17.41,Vineri,Dubiță,0.97,41
42.3,,8.68,Duminică,Bicicletă,0.83,231
5.36,2.0,15.48,Vineri,Bicicletă,0.85,37
24.67,,10.73,Duminică,Scuter,0.11,67
7.93,4.0,13.48,Marți,Scuter,0.96,37
16.57,5.0,16.51,Duminică,Camion,0.8,85
37.0,5.0,10.85,Duminică,Dubiță,0.79,162
24.06,2.0,7.78,Miercuri,Camion,0.17,48
19.11,5.0,7.15,Sâmbătă,Camion,0.31,100
20.03,3.0,7.33,Marți,Bicicletă,0.97,140
23.24,2.0,7.13,Joi,Camion,0.55,46
39.36,5.0,8.66,Sâmbătă,Camion,0.46,196
44.66,4.0,10.59,Luni,Bicicletă,0.86,427
47.79,2.0,10.32,Miercuri,Bicicletă,0.18,239
39.45,3.0,21.8,Sâmbătă,Dubiță,0.48,87
16.11,2.0,11.59,Luni,Dubiță,0.44,29
34.56,4.0,8.91,Marți,Dubiță,0.41,93
22.16,3.0,15.18,Duminică,Scuter,0.38,64
13.11,5.0,19.87,Vineri,Bicicletă,0.29,162
42.12,1.0,17.17,Sâmbătă,Scuter,0.26,94
2.4,3.0,11.44,Sâmbătă,Scuter,0.68,7
45.14,3.0,15.42,Luni,Dubiță,0.93,104
23.34,,17.72,Luni,Bicicletă,0.56,153
32.04,3.0,17.92,Vineri,Scuter,0.37,103
33.14,4.0,17.0,Luni,Camion,0.24,113
44.81,5.0,20.06,Luni,Camion,0.85,235
32.02,5.0,20.05,Sâmbătă,Bicicletă,0.97,455
30.89,4.0,15.68,Vineri,Scuter,0.41,134
3.8,5.0,13.45,Vineri,Dubiță,0.36,25
26.16,,16.62,Duminică,Scuter,0.64,86
7.93,4.0,19.27,Sâmbătă,Camion,0.8,22
37.0,3.0,7.08,Duminică,Camion,0.51,89
25.85,3.0,21.88,Marți,Dubiță,0.67,59
34.17,3.0,9.74,Marți,Bicicletă,0.74,239
2.56,3.0,14.05,Sâmbătă,Scuter,0.96,14
4.7,2.0,20.08,Luni,Camion,0.25,5
35.96,5.0,10.38,Miercuri,Scuter,1.0,254
4.07,3.0,14.15,Marți,Dubiță,0.45,7
4.03,1.0,8.99,Marți,Dubiță,0.75,10
1.1,3.0,12.93,Sâmbătă,Bicicletă,0.62,5
47.85,1.0,9.66,Duminică,Dubiță,0.54,68
37.01,2.0,12.45,Sâmbătă,Bicicletă,0.73,201
17.99,2.0,12.6,Miercuri,Scuter,0.46,52
15.18,3.0,21.9,Miercuri,Camion,0.21,38
17.81,3.0,21.92,Vineri,Camion,0.54,49
38.85,4.0,8.72,Sâmbătă,Bicicletă,0.57,353
33.24,,17.89,Marți,Camion,0.28,104
9.67,3.0,7.78,Duminică,Bicicletă,0.94,63
9.12,3.0,7.45,Duminică,Bicicletă,0.3,52
5.37,3.0,8.58,Joi,Scuter,0.47,8
33.18,4.0,21.48,Joi,Scuter,0.24,137
38.34,,21.11,Luni,Dubiță,0.58,55
13.62,1.0,9.91,Marți,Bicicletă,0.38,63
1.54,4.0,9.43,Joi,Scuter,0.54,7
4.57,3.0,10.61,Duminică,Bicicletă,0.3,27
48.41,2.0,14.73,Marți,Bicicletă,0.15,239
15.12,2.0,15.55,Sâmbătă,Bicicletă,0.8,79
38.58,5.0,10.32,Marți,Scuter,0.68,268
31.42,5.0,18.35,Joi,Bicicletă,0.41,404
19.41,4.0,11.64,Duminică,Bicicletă,0.14,154
10.68,3.0,20.83,Marți,Dubiță,0.88,29
6.51,3.0,16.85,Miercuri,Bicicletă,0.25,44
30.94,5.0,13.55,Luni,Dubiță,0.94,138
38.84,5.0,18.85,Vineri,Bicicletă,0.53,520
32.37,2.0,19.27,Duminică,Dubiță,0.41,52
26.75,,11.36,Joi,Scuter,0.77,122
2.58,2.0,12.1,Sâmbătă,Scuter,0.89,8
48.44,2.0,21.04,Vineri,Camion,0.43,98
40.04,4.0,9.47,Luni,Bicicletă,0.47,353
14.99,3.0,7.63,Duminică,Camion,0.49,37
49.01,5.0,13.81,Duminică,Camion,0.93,259
30.29,1.0,19.02,Miercuri,Dubiță,0.72,48
29.33,3.0,18.58,Miercuri,Scuter,0.32,93
37.53,5.0,20.79,Miercuri,Bicicletă,0.27,484
40.68,5.0,15.0,Miercuri,Bicicletă,0.31,521
33.0,2.0,8.5,Joi,Dubiță,0.34,52
6.84,3.0,15.83,Duminică,Camion,0.31,14
17.24,4.0,18.68,Joi,Dubiță,0.69,53
46.44,2.0,8.4,Marți,Camion,0.2,93
11.62,5.0,9.59,Sâmbătă,Bicicletă,0.45,159
18.92,,7.18,Marți,Dubiță,0.66,84
21.89,2.0,15.9,Sâmbătă,Camion,0.36,38
22.25,2.0,20.3,Luni,Dubiță,0.16,31
30.84,1.0,17.06,Marți,Scuter,0.17,65
47.18,5.0,21.73,Luni,Dubiță,0.21,208
12.41,2.0,7.95,Luni,Bicicletă,0.85,72
6.51,3.0,20.55,Luni,Dubiță,0.69,7
10.27,3.0,19.21,Miercuri,Bicicletă,0.16,60
44.4,3.0,11.71,Vineri,Bicicletă,0.45,287
32.47,1.0,21.6,Vineri,Dubiță,0.35,42
14.65,2.0,11.32,Joi,Dubiță,0.62,24
40.89,5.0,20.34,Luni,Dubiță,0.57,184
43.14,5.0,20.21,Miercuri,Scuter,0.53,290
42.4,4.0,18.36,Marți,Scuter,0.38,188
45.99,1.0,15.45,Marți,Camion,0.22,75
12.99,3.0,8.8,Joi,Dubiță,0.77,20
37.87,,14.98,Joi,Camion,0.89,129
23.3,2.0,12.35,Luni,Camion,0.95,49
42.18,5.0,18.88,Luni,Bicicletă,0.15,522
36.56,4.0,18.37,Marți,Camion,0.77,131
38.93,1.0,20.66,Marți,Dubiță,0.75,60
32.98,5.0,7.22,Marți,Scuter,0.95,236
9.28,5.0,19.14,Marți,Camion,0.33,46
27.48,1.0,21.08,Vineri,Camion,0.77,46
49.24,3.0,18.84,Luni,Scuter,0.15,153
46.9,3.0,8.95,Luni,Camion,0.67,125
2.64,3.0,8.22,Marți,Dubiță,0.42,5
8.66,2.0,7.31,Miercuri,Camion,0.79,18
7.02,3.0,16.43,Marți,Bicicletă,0.88,49
36.44,5.0,16.45,Sâmbătă,Camion,0.43,185
40.98,3.0,21.8,Duminică,Bicicletă,0.57,268
11.07,1.0,12.97,Duminică,Scuter,0.21,32
25.54,4.0,11.98,Joi,Scuter,0.48,106
42.11,3.0,16.37,Sâmbătă,Camion,0.42,99
36.77,5.0,19.38,Miercuri,Camion,0.26,178
27.34,3.0,21.05,Joi,Scuter,0.91,102
29.72,2.0,19.05,Duminică,Bicicletă,0.23,142
25.66,,13.4,Miercuri,Scuter,0.67,64
15.23,4.0,16.52,Joi,Scuter,0.9,73
28.47,,19.84,Marți,Bicicletă,0.92,174
34.6,4.0,14.36,Marți,Scuter,0.81,167
43.73,2.0,10.25,Miercuri,Camion,0.26,82
32.0,3.0,9.55,Joi,Camion,0.84,72
38.18,3.0,7.0,Vineri,Scuter,0.35,123
8.42,5.0,17.77,Miercuri,Camion,0.93,47
23.35,5.0,8.67,Miercuri,Dubiță,0.74,105
0.96,2.0,10.66,Sâmbătă,Scuter,0.81,5
12.71,3.0,11.47,Luni,Dubiță,0.18,27
36.46,2.0,15.41,Miercuri,Scuter,0.62,94
49.59,3.0,12.97,Vineri,Scuter,0.84,183
5.41,3.0,17.12,Marți,Dubiță,0.88,20
20.37,5.0,7.83,Joi,Scuter,0.13,129
40.1,5.0,8.86,Luni,Camion,0.95,215
10.6,3.0,14.49,Joi,Dubiță,0.14,18
27.98,3.0,12.05,Marți,Scuter,0.65,95
36.79,5.0,11.44,Miercuri,Camion,0.72,198
30.99,4.0,8.01,Sâmbătă,Dubiță,0.2,90
9.81,1.0,20.44,Vineri,Dubiță,0.14,14
18.09,3.0,17.38,Luni,Camion,0.81,52
39.3,3.0,8.82,Vineri,Scuter,0.45,131
27.93,2.0,7.98,Duminică,Scuter,0.2,72
0.76,2.0,21.62,Vineri,Dubiță,0.79,6
38.17,1.0,17.22,Vineri,Bicicletă,0.86,182
2.25,4.0,13.26,Vineri,Scuter,0.63,14
37.41,2.0,17.53,Marți,Scuter,0.25,95
10.52,1.0,18.34,Vineri,Camion,0.11,15
47.92,2.0,18.7,Sâmbătă,Bicicletă,0.73,261
18.71,4.0,14.17,Vineri,Bicicletă,0.6,164
16.68,5.0,13.45,Marți,Dubiță,0.69,68
7.87,,7.17,Joi,Camion,0.83,16
15.63,3.0,20.9,Marți,Camion,0.49,34
43.89,,16.05,Duminică,Scuter,0.21,272
49.82,2.0,10.05,Duminică,Dubiță,0.95,103
18.73,2.0,20.79,Sâmbătă,Scuter,0.59,49
22.71,2.0,20.72,Sâmbătă,Bicicletă,0.65,124
36.24,2.0,21.84,Miercuri,Camion,0.94,79
44.37,3.0,20.11,Marți,Dubiță,0.94,113
29.86,5.0,21.97,Joi,Scuter,0.61,198
19.88,4.0,10.67,Miercuri,Scuter,0.37,84
20.92,3.0,19.63,Miercuri,Bicicletă,1.0,150
34.93,5.0,19.35,Luni,Camion,0.71,185
0.66,1.0,10.46,Vineri,Bicicletă,0.47,10
31.17,2.0,8.48,Miercuri,Scuter,0.6,86
18.1,3.0,21.69,Miercuri,Camion,0.47,51
39.81,4.0,11.44,Sâmbătă,Camion,0.9,142
5.1,1.0,20.06,Joi,Bicicletă,0.53,22
29.62,3.0,7.06,Miercuri,Camion,0.84,84
24.31,4.0,7.32,Duminică,Bicicletă,0.86,230
32.3,4.0,13.99,Joi,Camion,0.84,110
3.71,4.0,10.58,Vineri,Camion,0.75,18
29.21,3.0,17.35,Duminică,Dubiță,0.87,68
28.29,1.0,15.48,Sâmbătă,Camion,0.45,45
28.25,3.0,8.16,Duminică,Scuter,0.2,93
30.37,2.0,9.44,Luni,Dubiță,0.86,57
150.0,5.0,12.82,Luni,Bicicletă,0.55,455
40.35,3.0,9.78,Vineri,Scuter,0.21,129
13.86,3.0,18.88,Vineri,Bicicletă,0.2,83
41.34,4.0,13.24,Duminică,Bicicletă,0.24,349
25.16,3.0,8.4,Sâmbătă,Scuter,0.78,94
4.31,3.0,14.27,Sâmbătă,Bicicletă,0.74,25
3.4,4.0,8.36,Marți,Dubiță,0.28,12
17.04,5.0,8.93,Miercuri,Scuter,0.86,116
39.35,4.0,10.59,Miercuri,Bicicletă,0.35,342
35.53,1.0,19.89,Miercuri,Bicicletă,0.81,170
39.54,3.0,20.87,Joi,Camion,0.54,97
26.1,4.0,19.39,Marți,Camion,0.76,101
22.29,2.0,12.01,Duminică,Bicicletă,0.44,122
7.8,2.0,11.09,Miercuri,Scuter,0.41,24
16.75,5.0,15.24,Joi,Dubiță,0.86,82
21.98,1.0,17.83,Joi,Bicicletă,0.13,95
4.89,4.0,21.9,Luni,Bicicletă,0.98,42
11.42,3.0,8.97,Joi,Bicicletă,0.68,79
30.11,3.0,7.74,Vineri,Camion,0.49,76
36.92,1.0,17.42,Sâmbătă,Scuter,0.67,82
49.92,4.0,19.48,Joi,Bicicletă,0.21,418
46.69,3.0,19.7,Vineri,Camion,0.56,123
32.31,3.0,17.18,Vineri,Bicicletă,0.99,230
21.35,4.0,21.31,Luni,Bicicletă,0.31,181
31.99,4.0,14.67,Duminică,Scuter,0.75,143
39.39,5.0,20.71,Luni,Camion,0.49,186
6.36,3.0,21.52,Joi,Dubiță,0.69,18
20.79,3.0,19.71,Luni,Scuter,0.28,66
42.07,5.0,11.65,Luni,Dubiță,0.52,186
19.5,4.0,9.94,Duminică,Camion,0.98,65
28.81,2.0,15.22,Sâmbătă,Camion,0.28,54
29.59,2.0,13.8,Miercuri,Dubiță,0.67,59
9.63,4.0,20.17,Joi,Camion,0.62,32
18.43,3.0,8.5,Duminică,Scuter,0.61,62
17.06,4.0,10.87,Joi,Bicicletă,0.65,155
1.8,3.0,18.28,Joi,Dubiță,0.55,5
1.7,2.0,8.42,Luni,Bicicletă,0.12,11
41.67,4.0,11.81,Sâmbătă,Dubiță,0.91,125
14.02,1.0,12.81,Luni,Bicicletă,0.84,61
26.14,3.0,16.34,Vineri,Bicicletă,0.26,160
15.29,3.0,9.37,Marți,Scuter,0.47,49
47.06,3.0,19.91,Marți,Bicicletă,0.79,325
13.34,4.0,13.71,Duminică,Dubiță,0.98,43
21.77,4.0,20.76,Marți,Bicicletă,0.96,203
43.7,4.0,14.02,Duminică,Camion,0.91,160
42.18,1.0,11.13,Miercuri,Bicicletă,0.24,181
9.71,2.0,9.13,Luni,Bicicletă,0.92,54
40.23,3.0,7.06,Vineri,Camion,0.89,104
23.18,5.0,14.98,Vineri,Camion,0.44,111
24.41,4.0,8.61,Marți,Dubiță,0.46,70
7.11,,12.88,Sâmbătă,Camion,0.51,17
4.49,3.0,15.84,Miercuri,Camion,0.69,7
36.53,3.0,11.14,Duminică,Dubiță,0.33,82
25.07,,9.63,Miercuri,Dubiță,0.12,53
22.12,2.0,18.62,Marți,Bicicletă,0.23,119
36.61,1.0,21.2,Duminică,Scuter,0.5,79
38.39,5.0,8.51,Duminică,Dubiță,0.35,163
8.37,2.0,9.33,Marți,Camion,0.79,15
30.71,2.0,21.4,Luni,Bicicletă,0.2,152
7.2,1.0,7.57,Sâmbătă,Camion,0.93,10
37.69,5.0,21.66,Miercuri,Dubiță,0.91,180
33.02,3.0,7.07,Vineri,Scuter,0.92,117
47.85,4.0,20.11,Marți,Bicicletă,0.77,439
3.91,5.0,11.61,Luni,Dubiță,0.2,23
3.32,3.0,21.08,Vineri,Dubiță,0.49,17
14.47,4.0,11.75,Miercuri,Camion,0.22,51
13.45,1.0,16.81,Marți,Scuter,0.99,35
12.73,,8.2,Duminică,Dubiță,0.4,26
45.36,4.0,10.63,Sâmbătă,Camion,0.63,163
12.85,4.0,18.61,Marți,Bicicletă,0.8,123
13.96,,14.93,Sâmbătă,Camion,0.93,34
38.09,3.0,20.92,Luni,Bicicletă,0.78,266
22.76,3.0,13.43,Luni,Camion,0.71,62
38.95,1.0,20.05,Miercuri,Scuter,0.52,81
3.74,2.0,13.73,Sâmbătă,Camion,0.64,6
24.63,2.0,21.69,Marți,Scuter,0.18,67
2.16,2.0,21.4,Luni,Scuter,0.9,5
3.6,4.0,11.94,Marți,Bicicletă,0.59,26
45.37,,20.29,Miercuri,Camion,0.14,83
7.39,2.0,19.71,Sâmbătă,Camion,0.93,18
26.85,3.0,10.16,Marți,Camion,0.54,60
20.85,5.0,16.36,Vineri,Scuter,0.88,146
17.69,2.0,8.09,Marți,Dubiță,0.87,39
45.04,1.0,19.55,Joi,Camion,0.83,79
1.58,3.0,9.62,Joi,Camion,0.16,8
33.36,4.0,8.06,Duminică,Dubiță,0.32,92
48.19,3.0,13.0,Miercuri,Bicicletă,0.89,337
28.23,4.0,15.65,Miercuri,Camion,0.91,104
46.87,5.0,19.82,Miercuri,Dubiță,0.51,208
3.09,4.0,21.61,Vineri,Camion,0.5,5
21.23,4.0,13.59,Sâmbătă,Scuter,0.26,85
13.38,3.0,7.91,Vineri,Dubiță,0.97,40
36.68,1.0,18.24,Duminică,Scuter,0.29,73
49.07,5.0,15.48,Marți,Dubiță,0.27,212
13.2,3.0,13.72,Luni,Bicicletă,0.69,88
32.88,2.0,11.64,Sâmbătă,Scuter,0.32,84
10.31,4.0,14.54,Joi,Camion,0.94,38
28.48,2.0,12.08,Joi,Dubiță,0.11,36
23.46,3.0,18.36,Duminică,Camion,0.11,47
48.61,3.0,15.16,Joi,Bicicletă,0.55,324
30.62,3.0,20.15,Duminică,Dubiță,0.54,64
17.8,4.0,15.15,Marți,Bicicletă,0.25,155
6.15,2.0,10.57,Marți,Dubiță,0.55,5
7.99,3.0,19.77,Miercuri,Scuter,0.47,29
11.65,3.0,15.36,Luni,Camion,0.9,24
12.92,4.0,10.1,Miercuri,Scuter,0.11,51
42.61,4.0,16.35,Marți,Scuter,0.98,199
28.28,3.0,12.37,Vineri,Scuter,0.66,106
26.41,4.0,19.67,Miercuri,Scuter,0.24,104
6.18,2.0,13.8,Sâmbătă,Dubiță,0.14,10
43.08,5.0,17.9,Marți,Camion,0.58,208
36.28,3.0,8.43,Marți,Dubiță,0.31,85
3.85,4.0,12.94,Vineri,Dubiță,0.37,13
35.54,1.0,21.75,Vineri,Dubiță,0.32,51
27.41,2.0,19.13,Vineri,Scuter,0.69,82
4.55,3.0,9.4,Luni,Bicicletă,0.6,31
23.19,5.0,11.17,Sâmbătă,Scuter,0.17,145
24.49,3.0,11.95,Marți,Dubiță,0.57,55
8.71,5.0,16.76,Vineri,Scuter,0.81,64
47.31,3.0,18.35,Luni,Camion,0.17,108
42.57,3.0,18.24,Joi,Camion,0.9,112
33.62,2.0,14.65,Sâmbătă,Scuter,0.62,95
23.38,4.0,19.16,Duminică,Scuter,0.96,113
20.88,2.0,13.56,Duminică,Bicicletă,0.23,104
32.72,5.0,8.86,Joi,Scuter,0.99,228
27.5,,15.47,Joi,Scuter,0.68,195
3.58,5.0,21.28,Marți,Bicicletă,0.61,45
25.87,3.0,18.89,Luni,Scuter,0.56,91
40.42,4.0,15.68,Luni,Scuter,0.12,166
23.23,4.0,16.7,Joi,Scuter,0.95,104
3.07,2.0,20.96,Sâmbătă,Scuter,0.68,15
39.42,4.0,13.43,Miercuri,Scuter,0.18,165
10.47,1.0,11.97,Joi,Dubiță,0.12,21
13.3,3.0,21.66,Marți,Scuter,0.15,40
8.65,2.0,19.95,Joi,Bicicletă,0.65,50
16.85,2.0,11.85,Sâmbătă,Scuter,0.65,37
37.96,3.0,13.96,Sâmbătă,Dubiță,0.55,82
26.21,3.0,13.23,Joi,Bicicletă,0.38,163
10.64,4.0,9.24,Luni,Bicicletă,0.58,93
43.95,1.0,21.37,Joi,Scuter,0.56,100
44.04,3.0,13.06,Vineri,Camion,0.12,98
43.59,2.0,20.13,Vineri,Dubiță,0.35,79
12.32,3.0,9.84,Miercuri,Camion,0.15,24
22.84,,15.22,Marți,Scuter,0.91,112
49.26,3.0,7.36,Marți,Dubiță,0.75,120
38.71,4.0,18.46,Duminică,Camion,1.0,144
1.84,3.0,15.71,Luni,Dubiță,0.37,5
3.73,4.0,16.38,Marți,Scuter,0.89,7
23.46,3.0,7.78,Miercuri,Dubiță,0.64,56
45.51,3.0,10.17,Vineri,Scuter,0.51,150
27.17,4.0,8.11,Luni,Camion,0.3,82
25.14,1.0,11.33,Sâmbătă,Dubiță,0.76,36
5.72,4.0,16.41,Vineri,Bicicletă,0.91,61
33.01,4.0,15.49,Miercuri,Scuter,0.31,135
41.19,3.0,16.18,Luni,Dubiță,0.26,89
19.33,1.0,15.24,Joi,Bicicletă,0.73,90
38.89,1.0,11.1,Marți,Bicicletă,0.98,184
48.24,5.0,10.67,Miercuri,Bicicletă,0.77,671
10.59,4.0,9.06,Luni,Bicicletă,0.36,99
26.4,2.0,19.74,Vineri,Scuter,0.48,68
14.71,3.0,16.25,Luni,Dubiță,0.45,31
39.75,3.0,9.8,Joi,Bicicletă,0.87,283
29.09,4.0,9.66,Miercuri,Dubiță,0.79,94
31.91,1.0,20.1,Luni,Dubiță,0.63,47
40.0,2.0,18.14,Sâmbătă,Camion,0.35,76
20.1,5.0,16.89,Miercuri,Dubiță,0.94,84
45.8,1.0,13.1,Miercuri,Scuter,0.69,100
26.88,2.0,10.93,Vineri,Scuter,0.97,71
8.32,5.0,21.69,Duminică,Bicicletă,0.62,116
34.95,4.0,18.96,Marți,Dubiță,0.84,108
39.77,2.0,11.53,Duminică,Scuter,0.83,110
16.18,1.0,19.71,Sâmbătă,Scuter,0.4,35
42.93,1.0,18.38,Joi,Scuter,0.97,98
45.35,2.0,11.46,Luni,Bicicletă,0.12,231
14.21,5.0,13.4,Duminică,Scuter,0.79,105
49.18,3.0,9.79,Marți,Dubiță,0.97,126
7.47,4.0,8.67,Vineri,Scuter,0.41,36
10.5,5.0,17.84,Marți,Scuter,0.68,71
9.62,3.0,11.01,Miercuri,Bicicletă,0.61,73
44.75,2.0,19.3,Miercuri,Dubiță,0.79,80
32.89,3.0,21.93,Joi,Scuter,0.88,112
8.03,5.0,8.15,Sâmbătă,Dubiță,0.64,33
22.3,4.0,14.1,Luni,Dubiță,0.83,72
30.96,1.0,19.03,Luni,Scuter,0.38,63
4.63,,18.83,Vineri,Bicicletă,0.31,39
44.18,3.0,18.4,Joi,Dubiță,0.49,89
40.28,5.0,12.23,Luni,Camion,0.71,209
25.51,2.0,13.81,Sâmbătă,Scuter,0.27,57
48.37,3.0,15.92,Miercuri,Dubiță,0.71,106
21.18,,21.61,Joi,Dubiță,0.45,98
49.21,3.0,11.91,Marți,Dubiță,0.82,120
33.56,3.0,20.85,Duminică,Scuter,0.13,105
31.92,1.0,11.04,Duminică,Camion,0.7,56
8.71,2.0,21.84,Joi,Dubiță,0.68,13
44.16,3.0,17.05,Joi,Dubiță,0.95,101
21.66,5.0,13.95,Sâmbătă,Bicicletă,0.74,297
8.53,2.0,16.2,Sâmbătă,Scuter,0.82,16
1.12,3.0,11.09,Luni,Scuter,0.91,5
28.21,4.0,11.11,Duminică,Dubiță,0.71,86
26.61,2.0,8.7,Vineri,Bicicletă,0.36,132
36.11,3.0,8.71,Vineri,Dubiță,0.88,93
44.57,4.0,12.22,Sâmbătă,Dubiță,0.77,140
4.43,,18.44,Luni,Scuter,0.48,33
36.71,4.0,16.12,Luni,Bicicletă,0.74,335
9.78,4.0,8.54,Luni,Dubiță,0.88,31
42.98,2.0,19.78,Sâmbătă,Scuter,0.98,127
41.04,5.0,16.02,Vineri,Dubiță,0.96,196
27.27,2.0,21.41,Luni,Dubiță,0.39,55
35.66,4.0,17.05,Sâmbătă,Bicicletă,0.48,312
16.06,2.0,9.63,Marți,Bicicletă,0.2,78
23.82,5.0,14.11,Marți,Bicicletă,0.32,307
41.17,4.0,16.73,Miercuri,Dubiță,0.89,123
23.23,4.0,7.42,Marți,Camion,0.42,80
18.21,2.0,7.22,Joi,Bicicletă,0.66,92
24.96,3.0,8.94,Miercuri,Camion,0.7,67
41.5,4.0,10.77,Marți,Camion,0.8,141
17.09,4.0,13.44,Joi,Camion,0.26,56
9.1,2.0,14.31,Marți,Scuter,0.37,28
35.74,5.0,9.07,Sâmbătă,Dubiță,0.5,158
41.39,5.0,17.1,Duminică,Bicicletă,0.43,533
5.48,2.0,15.94,Joi,Dubiță,0.98,6
12.37,4.0,11.42,Luni,Dubiță,0.85,35
7.53,3.0,7.2,Sâmbătă,Scuter,0.53,16
17.72,3.0,8.16,Duminică,Scuter,0.89,68
22.79,3.0,12.88,Joi,Scuter,0.41,75
37.57,3.0,9.31,Sâmbătă,Dubiță,0.81,82
32.73,4.0,12.65,Luni,Camion,0.3,111
31.24,3.0,16.42,Joi,Dubiță,0.8,69
17.94,4.0,15.21,Joi,Scuter,0.51,80
42.15,4.0,10.47,Duminică,Dubiță,0.2,113
23.83,4.0,12.16,Sâmbătă,Scuter,0.35,92
48.97,1.0,16.21,Marți,Scuter,0.46,100
31.89,5.0,19.91,Joi,Bicicletă,0.77,439
6.75,3.0,18.3,Marți,Camion,0.17,20
33.97,2.0,15.3,Joi,Scuter,0.69,95
16.59,2.0,12.43,Vineri,Bicicletă,0.74,92
34.47,3.0,12.48,Miercuri,Camion,0.69,78
3.95,5.0,20.19,Marți,Scuter,0.78,34
9.16,3.0,7.59,Marți,Camion,0.26,23
42.86,4.0,21.82,Duminică,Camion,0.63,144
11.75,1.0,16.97,Luni,Dubiță,0.95,24
41.93,3.0,17.22,Vineri,Bicicletă,0.65,291
14.32,5.0,7.57,Luni,Camion,0.65,79
32.32,4.0,16.08,Vineri,Dubiță,0.76,98
34.86,2.0,14.27,Vineri,Camion,0.4,63
25.88,3.0,8.59,Sâmbătă,Dubiță,0.73,64
15.61,2.0,11.17,Sâmbătă,Scuter,0.92,38
11.03,3.0,20.35,Sâmbătă,Scuter,0.11,44
2.14,4.0,15.25,Joi,Dubiță,0.88,7
15.55,4.0,13.2,Duminică,Scuter,0.3,61
32.83,2.0,8.09,Luni,Scuter,0.51,81
46.95,5.0,17.71,Miercuri,Scuter,0.87,324
43.62,3.0,17.54,Vineri,Camion,0.84,115
38.42,3.0,16.21,Vineri,Dubiță,0.9,91
39.53,3.0,14.65,Duminică,Bicicletă,0.95,276
33.42,,13.51,Marți,Bicicletă,0.5,292
13.38,3.0,15.9,Joi,Dubiță,0.69,24
45.41,3.0,10.5,Miercuri,Camion,0.45,114
33.7,3.0,21.12,Sâmbătă,Scuter,0.42,109
28.24,2.0,15.83,Vineri,Scuter,0.49,73
5.99,4.0,11.67,Marți,Camion,0.77,14
22.63,3.0,13.75,Luni,Bicicletă,0.55,149
23.29,2.0,19.09,Vineri,Dubiță,0.83,41
43.3,4.0,9.42,Marți,Dubiță,0.77,135
27.56,5.0,11.39,Luni,Camion,0.12,128
19.33,5.0,17.19,Joi,Scuter,0.67,135
48.85,3.0,11.73,Sâmbătă,Scuter,0.49,158
5.98,2.0,18.89,Duminică,Scuter,0.51,7
21.42,3.0,8.96,Luni,Dubiță,0.84,55
2.58,2.0,18.44,Vineri,Bicicletă,0.59,9
37.13,5.0,8.03,Miercuri,Dubiță,0.9,170
45.94,2.0,7.19,Luni,Camion,0.74,95
14.36,2.0,20.47,Miercuri,Dubiță,0.6,27
42.99,3.0,15.72,Miercuri,Camion,0.78,109
14.96,3.0,12.28,Luni,Dubiță,0.13,28
45.58,4.0,10.49,Duminică,Bicicletă,0.12,371
37.82,3.0,16.25,Duminică,Camion,0.18,95
40.34,2.0,14.64,Joi,Scuter,0.49,106
1.39,2.0,21.87,Duminică,Scuter,0.31,5
48.16,3.0,21.75,Luni,Dubiță,0.99,111
36.47,2.0,16.53,Duminică,Dubiță,0.59,64
15.59,4.0,13.64,Marți,Bicicletă,0.7,143
41.56,3.0,14.37,Sâmbătă,Bicicletă,0.35,269
14.44,4.0,17.24,Miercuri,Scuter,0.39,63
43.7,5.0,8.52,Sâmbătă,Dubiță,0.4,185
6.07,,11.93,Vineri,Camion,0.73,29
35.33,5.0,8.13,Miercuri,Bicicletă,0.53,473
27.26,2.0,8.1,Vineri,Camion,0.57,49
5.28,2.0,9.94,Marți,Camion,0.63,8
12.47,3.0,14.28,Marți,Bicicletă,0.79,90
1.11,5.0,18.77,Sâmbătă,Dubiță,0.18,9
23.7,5.0,14.28,Marți,Camion,0.8,123
15.41,5.0,12.03,Luni,Dubiță,0.61,67
30.12,2.0,8.24,Miercuri,Camion,0.7,55
